UNK H5'' GUA C1' -8.86101218491 -3
UNK H5'' GUA C2' 4.24970099194 -3
UNK H5'' GUA C3' 1.6477311048 -3
UNK H5'' GUA C4' 0.0315404532038 -3
UNK H5'' GUA C5' -0.0 -3
UNK H5'' GUA O5' 5.42557295596 -3
UNK H5'' GUA O3' -0.24035256636 -3
UNK H5'' GUA C2 9.20577228993 -3
UNK H5'' GUA C4 -21.3116083831 -3
UNK H5'' GUA C5 -11.5869401199 -3
UNK H5'' GUA C6 -12.1522912407 -3
UNK H5'' GUA C8 6.42326750506 -3
UNK H5'' GUA N1 -12.2801895901 -3
UNK H5'' GUA N2 -13.038052907 -3
UNK H5'' GUA N3 15.8700407776 -3
UNK H5'' GUA N7 -1.7445767628 -3
UNK H5'' GUA N9 2.01417654971 -3
UNK H5'' GUA O6 6.27388528709 -3
UNK H5'' ADE C1' -3.770479109 -3
UNK H5'' ADE C2' 0.225727081276 -3
UNK H5'' ADE C3' 0.629669268821 -3
UNK H5'' ADE C4' -0.0 -3
UNK H5'' ADE C5' 0.652278870323 -3
UNK H5'' ADE O5' 1.63340819977 -3
UNK H5'' ADE O3' 0.113912069712 -3
UNK H5'' ADE C2 -7.95131009347 -3
UNK H5'' ADE C4 13.800065748 -3
UNK H5'' ADE C5 0.487041018395 -3
UNK H5'' ADE C6 -15.0379077252 -3
UNK H5'' ADE C8 7.29013651815 -3
UNK H5'' ADE N1 -4.81568802064 -3
UNK H5'' ADE N3 0.539910013891 -3
UNK H5'' ADE N6 -5.10085417007 -3
UNK H5'' ADE N7 -10.8572762984 -3
UNK H5'' ADE N9 -7.47860040323 -3
UNK H5'' URA C1' -1.47778398737 -3
UNK H5'' URA C2' 3.38369608223 -3
UNK H5'' URA C3' -0.464563129596 -3
UNK H5'' URA C4' 2.89223486698 -3
UNK H5'' URA C5' 0.444419766066 -3
UNK H5'' URA O5' 0.18613899361 -3
UNK H5'' URA O3' -0.390058311403 -3
UNK H5'' URA C2 1.14148705159 -3
UNK H5'' URA C4 -9.605027747 -3
UNK H5'' URA C5 3.48576619637 -3
UNK H5'' URA C6 1.15394210564 -3
UNK H5'' URA N1 -8.80990885388 -3
UNK H5'' URA N3 17.1691174378 -3
UNK H5'' URA O4 8.76633637218 -3
UNK H5'' CYT C1' -3.45346869123 -3
UNK H5'' CYT C2' -0.754711079481 -3
UNK H5'' CYT C3' 1.70067717692 -3
UNK H5'' CYT C4' 1.93133710392 -3
UNK H5'' CYT C5' 0.249053091467 -3
UNK H5'' CYT O5' 0.883446068148 -3
UNK H5'' CYT O3' 1.31262268412 -3
UNK H5'' CYT C2 -4.11017933797 -3
UNK H5'' CYT C4 -9.69788840206 -3
UNK H5'' CYT C5 -2.01778141904 -3
UNK H5'' CYT C6 5.52304527639 -3
UNK H5'' CYT N1 0.178328168025 -3
UNK H5'' CYT N3 -5.0832714315 -3
UNK H5'' CYT N4 -4.03780976751 -3
UNK H5'' CYT O2 7.99316915704 -3
UNK C3' GUA C1' -0.626191425238 -3
UNK C3' GUA C2' -0.373538894228 -3
UNK C3' GUA C3' 0.0 -3
UNK C3' GUA C4' -0.48452946024 -3
UNK C3' GUA C5' 14.7440333679 -3
UNK C3' GUA O5' 6.05041837845 -3
UNK C3' GUA O3' -0.862641303228 -3
UNK C3' GUA C2 23.8768329829 -3
UNK C3' GUA C4 -7.59947168269 -3
UNK C3' GUA C5 44.4860372788 -3
UNK C3' GUA C6 26.3563852569 -3
UNK C3' GUA C8 -32.709260191 -3
UNK C3' GUA N1 0.0 -3
UNK C3' GUA N2 6.0342626578 -3
UNK C3' GUA N3 48.800288855 -3
UNK C3' GUA N7 30.206694147 -3
UNK C3' GUA N9 -17.3470109124 -3
UNK C3' GUA O6 27.748786469 -3
UNK C3' ADE C1' 1.60895607317 -3
UNK C3' ADE C2' 0.0 -3
UNK C3' ADE C3' 0.0 -3
UNK C3' ADE C4' -0.0 -3
UNK C3' ADE C5' 5.45296274836 -3
UNK C3' ADE O5' 6.67426129504 -3
UNK C3' ADE O3' -0.729704031319 -3
UNK C3' ADE C2 2.51060748212 -3
UNK C3' ADE C4 0.0 -3
UNK C3' ADE C5 3.21902902739 -3
UNK C3' ADE C6 0.0 -3
UNK C3' ADE C8 -0.556295836459 -3
UNK C3' ADE N1 -0.0 -3
UNK C3' ADE N3 -47.9201411573 -3
UNK C3' ADE N6 24.9506686652 -3
UNK C3' ADE N7 0.308525874133 -3
UNK C3' ADE N9 -11.011674062 -3
UNK C3' URA C1' 3.25234002561 -3
UNK C3' URA C2' 0.830281829863 -3
UNK C3' URA C3' -0.0 -3
UNK C3' URA C4' -0.253001895561 -3
UNK C3' URA C5' 12.0877932174 -3
UNK C3' URA O5' 8.31700189139 -3
UNK C3' URA O3' -0.393314530164 -3
UNK C3' URA C2 -10.8409610976 -3
UNK C3' URA C4 3.97000551373 -3
UNK C3' URA C5 -13.8746487255 -3
UNK C3' URA C6 -24.2625834356 -3
UNK C3' URA N1 -40.0690583408 -3
UNK C3' URA N3 0.0 -3
UNK C3' URA O4 5.06373352341 -3
UNK C3' CYT C1' 0.528785811858 -3
