H5'' RGU C1' -6.37341427877
H5'' RGU C2' 2.19309675897
H5'' RGU C3' 1.17142502182
H5'' RGU C4' 0.0
H5'' RGU C5' 1.00124912142
H5'' RGU P 0.424587014985
H5'' RGU O5' -1.12111232167
H5'' RGU O3' -0.157326228521
H5'' RGU C2 4.81161900578
H5'' RGU C4 -14.4717110291
H5'' RGU C5 -11.2933334077
H5'' RGU C6 -11.1731585856
H5'' RGU C8 6.00071052098
H5'' RGU N1 -10.6933720632
H5'' RGU N2 -9.91073565713
H5'' RGU N3 12.749563191
H5'' RGU N7 -2.70427890669
H5'' RGU N9 1.90372798185
H5'' RGU O6 3.37377540221
H5'' RAD C1' -0.470175782657
H5'' RAD C2' -2.36261766021
H5'' RAD C3' 2.86350140274
H5'' RAD C4' -1.00737682701
H5'' RAD C5' 0.939850941299
H5'' RAD P -0.729477293143
H5'' RAD O5' 0.386754060851
H5'' RAD O3' -1.06759848008
H5'' RAD C2 -7.80773034123
H5'' RAD C4 10.2908805225
H5'' RAD C5 0.132285532636
H5'' RAD C6 -6.88174514694
H5'' RAD C8 7.19725979066
H5'' RAD N1 -3.2512518283
H5'' RAD N3 -6.08952696939
H5'' RAD N6 -6.57028752508
H5'' RAD N7 -11.6428177016
H5'' RAD N9 -7.53219180828
H5'' URA C1' -1.14848749554
H5'' URA C2' 2.34350873106
H5'' URA C3' -0.964518931559
H5'' URA C4' 2.11249691612
H5'' URA C5' 0.503708478631
H5'' URA P 1.96613757868
H5'' URA O5' 0.287413310063
H5'' URA O3' -0.264020712169
H5'' URA C2 0.221797443275
H5'' URA C4 -8.72452693204
H5'' URA C5 0.778922083673
H5'' URA C6 0.928463757743
H5'' URA N1 -7.46542027282
H5'' URA N3 13.3567037809
H5'' URA O4 7.20370214786
H5'' RCY C1' -2.75644871311
H5'' RCY C2' -1.61097326682
H5'' RCY C3' 0.0522189974443
H5'' RCY C4' 2.69151234501
H5'' RCY C5' 0.38815891111
H5'' RCY P -0.0
H5'' RCY O5' 0.129137088836
H5'' RCY O3' 1.18187198168
H5'' RCY C2 -6.7390333175
H5'' RCY C4 -9.66165474607
H5'' RCY C5 -1.57010553439
H5'' RCY C6 4.52887148951
H5'' RCY N1 2.15581123582
H5'' RCY N3 -7.96408716067
H5'' RCY N4 -3.59232801969
H5'' RCY O2 9.29800291229
C3' RGU C1' -2.2898398692
C3' RGU C2' -0.34160872836
C3' RGU C3' 0.0
C3' RGU C4' -0.157643399278
C3' RGU C5' 1.21904922417
C3' RGU P 13.8650242043
C3' RGU O5' 0.648505434994
C3' RGU O3' -0.0715298941016
C3' RGU C2 13.8081754594
C3' RGU C4 -9.76847747559
C3' RGU C5 14.6472299453
C3' RGU C6 11.0744983801
C3' RGU C8 -20.7772907703
C3' RGU N1 3.51260490984
C3' RGU N2 13.2052917703
C3' RGU N3 27.0704791803
C3' RGU N7 12.729959553
C3' RGU N9 -12.6650990928
C3' RGU O6 25.8818617324
C3' RAD C1' -2.27875945378
C3' RAD C2' -0.124844317167
C3' RAD C3' 0.426585173218
C3' RAD C4' 0.479071357151
C3' RAD C5' 1.56001288989
C3' RAD P 15.2065685673
C3' RAD O5' -0.198866379958
C3' RAD O3' -0.192380418205
C3' RAD C2 4.57376443351
C3' RAD C4 -6.71734898458
C3' RAD C5 6.0735415517
C3' RAD C6 -1.20118566332
C3' RAD C8 -6.9923295754
C3' RAD N1 -0.0
C3' RAD N3 -23.8978509737
C3' RAD N6 10.1912313541
C3' RAD N7 2.28394580243
C3' RAD N9 -13.4666751088
C3' URA C1' 0.887489897361
C3' URA C2' 0.2438013565
C3' URA C3' 0.862762489698
C3' URA C4' 0.0
C3' URA C5' -0.5706043956
C3' URA P 15.9568461836
C3' URA O5' -0.781167477054
C3' URA O3' -0.450801549159
C3' URA C2 -6.87294725444
C3' URA C4 2.71754332891
C3' URA C5 -15.7716458376
C3' URA C6 -15.6183451341
C3' URA N1 -17.7569813502
C3' URA N3 0.224194181865
C3' URA O4 0.211413181054
C3' RCY C1' -5.48276959561
C3' RCY C2' -0.599356089067
C3' RCY C3' 3.1982262799
C3' RCY C4' -0.477488376448
C3' RCY C5' -5.53921822729
C3' RCY P 9.93836666806
C3' RCY O5' -1.23055676092
C3' RCY O3' -1.24762818024
C3' RCY C2 -5.82609455643
C3' RCY C4 12.6680913743
C3' RCY C5 -6.23640623243
C3' RCY C6 -4.60905394559
C3' RCY N1 -9.45127915267
C3' RCY N3 5.90739708449
C3' RCY N4 -5.7019170196
C3' RCY O2 -4.01085216075
C1' RGU C1' -3.04015548814
C1' RGU C2' -1.42971890851
C1' RGU C3' -2.35659898536
C1' RGU C4' -3.8761559438
C1' RGU C5' -12.596016371
C1' RGU P -16.8453730099
C1' RGU O5' -1.57626942675
C1' RGU O3' -14.4741741578
C1' RGU C2 5.29104801652
C1' RGU C4 0.809533246731
C1' RGU C5 -8.24977083045
C1' RGU C6 -5.07790405447
C1' RGU C8 3.68967015115
C1' RGU N1 -9.59363711435
C1' RGU N2 16.1917761526
C1' RGU N3 13.1351564797
C1' RGU N7 -1.57189284831
C1' RGU N9 -0.0118108665432
C1' RGU O6 -15.2954951019
C1' RAD C1' -27.5923974044
C1' RAD C2' -3.05698856438
C1' RAD C3' 2.75455097207
C1' RAD C4' 1.31139937968
C1' RAD C5' -18.437922214
